time,arm1_Ang_pos,arm1_Ang_vel,arm1_Ang_acc,arm1_Ang_jerk,tail_Ang_pos,tail_Ang_vel,tail_Ang_acc,tail_Ang_jerk,tail_torque,arm2_Ang_pos,arm2_Ang_vel,arm2_Ang_acc,arm2_Ang_jerk,phi_pos,phi_vel,phi_acc,phi_jerk,phi_torque,phi_theta3_diff,arm1_Ang_meas_pos,arm1_Ang_meas_vel,tail_Ang_meas_pos,tail_Ang_meas_vel,phi_meas_pos,phi_meas_vel,tail_meas_torque,phi_meas_torque,arm2_Ang_meas_pos,arm2_Ang_meas_vel
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.655467191726577585e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.719505458365796367e+05,3.037567163642366015e-14,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.505474679200960672e+05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.145702099867885045e+04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000429817104317746e-03,9.287813384919491207e-06,1.660536673492308754e-02,1.650305846522585185e+01,-1.816070665809279205e+02,-2.417310481856771215e-05,-4.291762282156651870e-02,-4.268532549440379853e+01,4.071398970991415922e+02,2.666894362153436528e-03,-2.080333075389921484e-05,-3.738841277560164128e-02,-3.681096060326337494e+01,1.046211372596384990e+03,3.369774064668494764e-06,5.529210045964875683e-03,5.847381757213082842e+00,7.971556489358258659e+02,1.033658229029420575e-02,2.417310481856770876e-05,8.055973368793599979e-06,1.626353157014476594e-02,-2.075023671218668623e-05,-4.192330697985036797e-02,2.413376160215164125e-06,4.938707798309847560e-03,-2.399179861739472730e-03,1.296627938302991794e-03,-1.833686055197152168e-05,-3.698459918154051868e-02
2.000859634208635492e-03,3.692160028776635448e-05,3.302138922169433471e-02,1.631163452462939389e+01,-1.856736305508968883e+02,-9.612271371293974005e-05,-8.540946732021054144e-02,-4.225377232890308221e+01,4.184760822530440123e+02,5.333788724276496314e-03,-8.226023762767417213e-05,-7.367018852009692143e-02,-3.569997306940372539e+01,1.052633366841331963e+03,1.386247608526556792e-05,1.173927880011363216e-02,6.528689466993968793e+00,7.818972045078746760e+02,2.067316458058840803e-02,9.612271371293974005e-05,3.286124727254421284e-05,3.311364172959281593e-02,-8.475830935753323305e-05,-8.548764048621115830e-02,1.009446359147898891e-05,1.036453040245882175e-02,-1.161746472422752786e-03,3.238534756638760705e-03,-7.466384576605423736e-05,-7.512311008375233135e-02
3.001289451312953022e-03,8.255688083067319800e-05,4.924380625652458043e-02,1.611594974347236686e+01,-1.897312323008532928e+02,-2.149942683411194887e-04,-1.274637547845712537e-01,-4.181044205196476327e+01,4.297911632840718426e+02,8.000683086399557400e-03,-1.829410925394408952e-04,-1.088364638590587352e-01,-3.458009706327293742e+01,1.058875525720853602e+03,3.205317580167861379e-05,1.862729092551250465e-02,7.206662863170483213e+00,7.689392756131142050e+02,3.100974687088262072e-02,2.149942683411195158e-04,7.423768563333686308e-05,4.988204629389550449e-02,-1.916133497647337874e-04,-1.288504724106953325e-01,2.319154486945146330e-05,1.594019190665533006e-02,-3.614836400994922449e-05,6.494670859749055933e-03,-1.684218048952823208e-04,-1.129102805040400059e-01
4.001719268417270985e-03,1.458491751357725622e-04,6.526835663562471912e-02,1.591600404128722523e+01,-1.937793761005598583e+02,-3.799332103611103087e-04,-1.690687065032875913e-01,-4.135533448877109208e+01,4.410840638235478650e+02,1.066757744852261588e-02,-3.214162674073152448e-04,-1.428783754180598664e-01,-3.345132934605137365e+01,1.064917418473634143e+03,5.851694295379500973e-05,2.619033108522768674e-02,7.881411881157224464e+00,7.576930452928186241e+02,4.134632916117681606e-02,3.799332103611102545e-04,1.325641173541347107e-04,6.656432036329247570e-02,-3.423104953706664912e-04,-1.720107264369583333e-01,4.204975583970753736e-05,2.175349367621294550e-02,1.399300204225267363e-03,1.091816754052785804e-02,-3.002607395309589335e-04,-1.502572327607453739e-01
5.002149085521588948e-03,2.264540033251970349e-04,8.109077915520553070e-02,1.571179733103710419e+01,-1.978175254945301731e+02,-5.900849814309153205e-04,-2.102125437649987882e-01,-4.088844945054278668e+01,4.523536211004854408e+02,1.333447181064567610e-02,-4.962561341494132984e-04,-1.757870598226733416e-01,-3.231366617560781407e+01,1.070735392441813474e+03,9.382884728150215768e-05,3.442548394232543274e-02,8.553011185146353057e+00,7.477550542488734209e+02,5.168291145147103222e-02,5.900849814309154289e-04,2.074920954315598017e-04,8.314925038293596860e-02,-5.359730346540664270e-04,-2.149481319493417864e-01,6.686375088256680437e-05,2.788388142838672465e-02,2.992919123753062620e-03,1.633778719405350535e-02,-4.691092837714996226e-04,-1.870642505209550721e-01
6.002578902625906043e-03,3.240268855210793600e-04,9.670681261147792696e-02,1.550332951845312834e+01,-2.018450991654395636e+02,-8.445950232085385661e-04,-2.508834878583439676e-01,-4.040978673320279313e+01,4.635985776071173632e+02,1.600136617276873979e-02,-7.060310646838512420e-04,-2.075536536984720348e-01,-3.116710320479215213e+01,1.076301911706346118e+03,1.385639585246874867e-04,4.332983415987193276e-02,9.221513263109290648e+00,7.388395215590652469e+02,6.201949374176524143e-02,8.445950232085386745e-04,2.988812573377062931e-04,9.961780004044423764e-02,-7.722697417976539169e-04,-2.576194309398451288e-01,9.797046947585936430e-05,3.439542885399553274e-02,4.799513914177210537e-03,2.278797602325864993e-02,-6.742992723217945119e-04,-2.232240020858495821e-01
7.003008719730224006e-03,4.382233418455518201e-04,1.121121958006527225e-01,1.529060050128904180e+01,-2.058614662703449198e+02,-1.142608777351982298e-03,-2.910697600719620581e-01,-3.991934611588040127e+01,4.748175717569159247e+02,1.866826053489180001e-02,-9.493114309287442858e-04,-2.381692936710286534e-01,-3.001163535402663740e+01,1.081584725761857953e+03,1.932973464232382293e-04,5.290046640093340469e-02,9.886956090981062317e+00,7.307383228273860141e+02,7.235607603205944371e-02,1.142608777351982515e-03,4.067711412835027453e-04,1.159536053348504819e-01,-1.051340863820635248e-03,-2.999875006208130856e-01,1.358393361638283938e-04,4.134566206752605944e-02,6.906224755514886633e-03,3.005139492722069816e-02,-9.155015276568069082e-04,-2.586418385532870401e-01
8.003438536834541969e-03,5.686988924207472948e-04,1.273026675189408430e-01,1.507361016848075330e+01,-2.098659411852737264e+02,-1.483271685519251589e-03,-3.307595816944922662e-01,-3.941712735923192668e+01,4.860091273995597589e+02,2.133515489701485676e-02,-1.224667604802209646e-03,-2.676251163659160714e-01,-2.884725665028390651e+01,1.086545814969953426e+03,2.586040807170419432e-04,6.313446532857611149e-02,1.054936782381756188e+01,7.232962723600285244e+02,8.269265832235363212e-02,1.483271685519251589e-03,5.308880653565271326e-04,1.321365387366010002e-01,-1.372520599900812956e-03,-3.420045360669584089e-01,1.808865486839089654e-04,4.878438846387751077e-02,9.204092199874612176e-03,3.803196279976895494e-02,-1.191634051216903991e-03,-2.932201476030809051e-01
9.003868353938859065e-03,7.151090573687982023e-04,1.422739665625530336e-01,1.485235839919657685e+01,-2.138577775520384989e+02,-1.865729189368348041e-03,-3.699411740145736593e-01,-3.890313020355220175e+01,4.971716420114325388e+02,2.400204925913791698e-02,-1.530669958222361828e-03,-2.959122584087074959e-01,-2.767396002162974611e+01,1.091140039547899505e+03,3.350592311459858882e-04,7.402891560586621900e-02,1.120876977770434024e+01,7.163952870708810678e+02,9.302924061264783440e-02,1.865729189368347824e-03,6.710885679349742460e-04,1.481455482697556225e-01,-1.735483712264229922e-03,-3.836189864314612508e-01,2.336290571923329098e-04,5.675319525932073089e-02,1.173453193682727144e-02,4.676066716945064677e-02,-1.501854655071897067e-03,-3.268657911721405407e-01
