time,arm1_Ang_pos,arm1_Ang_vel,arm1_Ang_acc,arm1_Ang_jerk,tail_Ang_pos,tail_Ang_vel,tail_Ang_acc,tail_Ang_jerk,tail_torque,arm2_Ang_pos,arm2_Ang_vel,arm2_Ang_acc,arm2_Ang_jerk,phi_pos,phi_vel,phi_acc,phi_jerk,phi_torque,phi_theta3_diff,arm1_Ang_meas_pos,arm1_Ang_meas_vel,tail_Ang_meas_pos,tail_Ang_meas_vel,phi_meas_pos,phi_meas_vel,tail_meas_torque,phi_meas_torque,arm2_Ang_meas_pos,arm2_Ang_meas_vel
0.000000000000000000e+00,-5.814944801006413089e-01,-6.336429999999999563e-01,0.000000000000000000e+00,1.691217168822931417e+05,5.814944801006413089e-01,0.000000000000000000e+00,0.000000000000000000e+00,-3.896879399837285164e+05,0.000000000000000000e+00,-1.951476377710991583e+00,1.756502000000000008e+00,0.000000000000000000e+00,-1.685371984059125680e+04,-2.532970857811632559e+00,1.756502000000000008e+00,0.000000000000000000e+00,3.728499101186184562e+05,0.000000000000000000e+00,-5.814944801006409758e-01,-5.814944801006413089e-01,-6.336429999999999563e-01,5.814944801006413089e-01,0.000000000000000000e+00,-2.532970857811632559e+00,1.756502000000000008e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.951476377710991361e+00,1.756502000000000008e+00
1.000852127857851468e-03,-5.821068808603149236e-01,-5.913662021066636854e-01,4.208949487993904626e+01,-2.936077366103727400e+02,5.814442200551633855e-01,-9.733374752636780869e-02,-9.674263006711727542e+01,9.836011589179440762e+02,1.982028973981291714e-02,-1.949721520408784770e+00,1.752204491055002755e+00,-4.447509424905098818e+00,-3.588424390485170647e+02,-2.531165740463948488e+00,1.849538238581370786e+00,9.228726896953963887e+01,-1.296600142493854491e+03,-6.619239185021994105e-03,-5.814442200551637185e-01,-5.821077985234525132e-01,-5.918111535474183116e-01,5.814466700531264465e-01,-9.595154584610808557e-02,-2.531168095550115016e+00,1.846740087526320462e+00,-5.562194208069909732e-04,8.132611664955517392e-04,-1.949721425496988569e+00,1.750788541680212473e+00
2.001704255715702936e-03,-5.826760011666924921e-01,-5.493911979392676059e-01,4.178573885418573042e+01,-2.978821201553021183e+02,5.812943168796079751e-01,-1.936554235478613328e-01,-9.572596208150736175e+01,9.938223066223719115e+02,3.964057947962583428e-02,-1.947973019028324426e+00,1.747587985882209205e+00,-4.763131049110045367e+00,-3.478413307988028009e+02,-2.529267335907932512e+00,1.941243409430070344e+00,9.095559311776210620e+01,-1.299320519681151836e+03,-1.323847837004398821e-02,-5.812943168796080862e-01,-5.826787436257364616e-01,-5.493207949598428730e-01,5.813007960366650684e-01,-1.938815264442961817e-01,-2.529272379210174115e+00,1.940601238063668577e+00,-1.719401030371616856e-04,1.835583523499406591e-03,-1.947971583173508936e+00,1.746719711619372450e+00
3.002556383573554404e-03,-5.832022668953655842e-01,-5.077223899172388366e-01,4.147758357088057579e+01,-3.021529491255403741e+02,5.810460860152917295e-01,-2.889542728237439739e-01,-9.469854525590655214e+01,1.004026688982039445e+03,5.946086921943873754e-02,-1.946230983065990294e+00,1.742659942629336767e+00,-5.071211549472683267e+00,-3.373406530466586446e+02,-2.527277069081282246e+00,2.031614215453080963e+00,8.962061993596041987e+01,-1.302022349783403115e+03,-1.985771755506598318e-02,-5.810460860152919516e-01,-5.832074000556655147e-01,-5.069436344382102222e-01,5.810588091047046433e-01,-2.913876024907692819e-01,-2.527283830531073860e+00,2.033690380761952632e+00,3.339483323873329926e-03,-3.349264892960565534e-03,-1.946225021426369217e+00,1.742302778271183294e+00
4.003408511431405872e-03,-5.836861039219257696e-01,-4.663641804600048846e-01,4.116502901028555073e+01,-3.064201032112586631e+02,5.807008429035316333e-01,-3.832195401132788559e-01,-9.366037946937321124e+01,1.014213566179283134e+03,7.928115895925165468e-02,-1.944495522018159894e+00,1.737427819444105292e+00,-5.371768475549792754e+00,-3.272438480222787689e+02,-2.525196364921692194e+00,2.120647359557383815e+00,8.828234927516403729e+01,-1.304704719969056214e+03,-2.647695674008797642e-02,-5.807008429035322994e-01,-5.836936064526342394e-01,-4.647017644027449101e-01,5.807186842261290449e-01,-3.883996929910704110e-01,-2.525202180920241624e+00,2.125892777388256771e+00,8.293250193610454332e-03,-9.855602369329818230e-03,-1.944483496694112468e+00,1.737493084397186305e+00
5.004260639289256907e-03,-5.841279381219643962e-01,-4.253209719869929795e-01,4.084807515167141645e+01,-3.106834560398220901e+02,5.802599029856448931e-01,-4.764404701757296023e-01,-9.261146459356825744e+01,1.024382152917611620e+03,9.910144869906456488e-02,-1.942766745381213633e+00,1.731899074474232414e+00,-5.664815048259160157e+00,-3.174777970024870797e+02,-2.523026648366858193e+00,2.208339544649962072e+00,8.694078097651549797e+01,-1.307366656507766493e+03,-3.309619592510996966e-02,-5.802599029856445600e-01,-5.841376847554644591e-01,-4.226163467429325249e-01,5.802812624057217539e-01,-4.848512140912926704e-01,-2.523028654193014919e+00,2.217093501758670815e+00,1.435505126351771001e-02,-1.732388906419943253e-02,-1.942747391787293054e+00,1.732242287667378200e+00
6.005112767147108808e-03,-5.845281953710733669e-01,-3.845971669176302399e-01,4.052672197325662040e+01,-3.149428748008574530e+02,5.797245817029480497e-01,-5.686063077703593649e-01,-9.155180049218512295e+01,1.034531614886126590e+03,1.189217384388774751e-01,-1.941044762651529698e+00,1.726081165867436873e+00,-5.950361416276699345e+00,-3.079861149170397994e+02,-2.520769344354477415e+00,2.294687473637795794e+00,8.559591487043984159e+01,-1.310007119516262946e+03,-3.971543511013196637e-02,-5.797245817029477166e-01,-5.845396222433625333e-01,-3.807094046391844566e-01,5.797481472924587154e-01,-5.806730732347193946e-01,-2.520764514952206437e+00,2.307182071239674670e+00,2.130805696422991349e-02,-2.557174435731332518e-02,-1.941016367659747832e+00,1.726508998004955275e+00
7.005964895004960710e-03,-5.848873015448440293e-01,-3.441971676713440065e-01,4.020096945214211104e+01,-3.191982198442510708e+02,5.790961944967584207e-01,-6.597062976564312953e-01,-9.048138702032660774e+01,1.044661064907650598e+03,1.387420281786904130e-01,-1.939329683325487164e+00,1.719981551771439410e+00,-6.228415498803389738e+00,-2.987246237207339163e+02,-2.518425877822245695e+00,2.379687849427870816e+00,8.424775077572026305e+01,-1.312624997379402203e+03,-4.633467429515397001e-02,-5.790961944967585318e-01,-5.848997390920149808e-01,-3.390001191646295764e-01,5.791193808566826862e-01,-6.758054661931744977e-01,-2.518410781653382724e+00,2.396068342244143334e+00,2.947842373197561219e-02,-3.460686768606901359e-02,-1.939291400796700149e+00,1.720262876050968837e+00
8.006817022862811745e-03,-5.852056825188680644e-01,-3.041253766675616754e-01,3.987081756424124279e+01,-3.234493442475807683e+02,5.783760568083928799e-01,-7.497296845932087672e-01,-8.940022402382120958e+01,1.054769558710010870e+03,1.585623179185033094e-01,-1.937621616899465549e+00,1.713607690333956324e+00,-6.498983565295861631e+00,-2.896582205746217937e+02,-2.515997673707858873e+00,2.463337374927164980e+00,8.289628849848513426e+01,-1.315219100288170011e+03,-5.295391348017595978e-02,-5.783760568083933240e-01,-5.852183225903802022e-01,-2.975048903989556681e-01,5.783954794461106941e-01,-7.701973496773777406e-01,-2.515968634652513636e+00,2.483678493541662924e+00,3.868371778063471600e-02,-4.420002725754322570e-02,-1.937573155206402831e+00,1.713481143864285183e+00
9.007669150720662779e-03,-5.854837641687369310e-01,-2.643861963257104208e-01,3.953626628420396827e+01,-3.276960933519621904e+02,5.775654840791680789e-01,-8.386657133399553210e-01,-8.830831133847352987e+01,1.064856090282282366e+03,1.783826076583162334e-01,-1.935920672869843928e+00,1.706967039702707467e+00,-6.762070643205701614e+00,-2.807586638987709762e+02,-2.513486156949011896e+00,2.545632753042662788e+00,8.154152783108581559e+01,-1.317788153391626793e+03,-5.957315266519794261e-02,-5.775654840791679678e-01,-5.854953480711990732e-01,-2.562406681021885402e-01,5.775778023634028369e-01,-8.637962416708818703e-01,-2.513439570561406100e+00,2.569942432824965373e+00,4.878436169052530885e-02,-5.421045519774252142e-02,-1.935861768198003263e+00,1.706146191154083613e+00
1.000852127857851381e-02,-5.857219723700425318e-01,-2.249840290652175001e-01,3.919731558533494109e+01,-3.319383042592023116e+02,5.766657917504014463e-01,-9.265036286559343859e-01,-8.720564878924029983e+01,1.074919586778074517e+03,1.982028973981291575e-01,-1.934226960733000711e+00,1.700067058025411804e+00,-7.017680810455131812e+00,-2.720029778027143266e+02,-2.510892752483402379e+00,2.626570686681346078e+00,8.018346855084364222e+01,-1.320330788978639248e+03,-6.619239185021995320e-02,-5.766657917504016684e-01,-5.857312143718617081e-01,-2.152227880358818513e-01,5.766668347300369923e-01,-9.565551841285466761e-01,-2.510824856729497512e+00,2.654803415035427161e+00,6.003679547006275652e-02,-6.462773496960096120e-02,-1.934158021999460519e+00,1.698248230906880485e+00
1.100937340643636658e-02,-5.859207329983758816e-01,-1.859232773055102261e-01,3.885396543950581361e+01,-3.361758052862763861e+02,5.756782952634096340e-01,-1.013232675300408836e+00,-8.609223618932520594e+01,1.084958902881828408e+03,2.180231871379420816e-01,-1.932540589985316082e+00,1.692915203449786743e+00,-7.265817408938620936e+00,-2.633722823561470250e+02,-2.508218885248724828e+00,2.706147878750195801e+00,7.882211041867284962e+01,-1.322845537862232732e+03,-7.281163103524194991e-02,-5.756782952634087458e-01,-5.859263339117278813e-01,-1.744647518131539898e-01,5.756632542085383664e-01,-1.048433112822913182e+00,-2.508125850299768533e+00,2.738216485365895903e+00,7.227790660527547151e-02,-7.531744475590829158e-02,-1.932462596091230278e+00,1.689783372542982720e+00
1.201022553429421762e-02,-5.860804719293289944e-01,-1.472083434660158563e-01,3.850621581705966179e+01,-3.404084153859350863e+02,5.746043100595096265e-01,-1.098842098032642323e+00,-8.496807333917925575e+01,1.094972814639399758e+03,2.378434768777549779e-01,-1.930861670123167118e+00,1.685518934123553025e+00,-7.506483202866821358e+00,-2.548509227987803740e+02,-2.505465980182676855e+00,2.784361032156195126e+00,7.745745317753630843e+01,-1.325330819854275433e+03,-7.943087022026394661e-02,-5.746043100595097375e-01,-5.860805716286427991e-01,-1.339807677914781336e-01,5.745683808325565689e-01,-1.139386961545946431e+00,-2.505344185871566154e+00,2.820138267760937900e+00,8.540147271107659255e-02,-8.617029847499688144e-02,-1.930775805039009585e+00,1.680751306214991470e+00
1.301107766215206865e-02,-5.862016150384932178e-01,-1.088436299661617868e-01,3.815406668670829049e+01,-3.446359435025700577e+02,5.734451515800185195e-01,-1.183321141611897609e+00,-8.383316002539825718e+01,1.104960012587844176e+03,2.576637666175679020e-01,-1.929190310642934891e+00,1.677885708194427172e+00,-7.739680497880735643e+00,-2.464258120028345616e+02,-2.502635462222953411e+00,2.861206849806325003e+00,7.608949655072981955e+01,-1.327784932992627546e+03,-8.605010940528592944e-02,-5.734451515800185195e-01,-5.861944448225949733e-01,-9.378405131818881579e-02,5.733829571722255380e-01,-1.229377263780132790e+00,-2.502481291796081919e+00,2.900534442226968324e+00,9.963156034080718204e-02,-9.715713325119987309e-02,-1.929098334623856381e+00,1.671157178446835534e+00
1.401192979000992142e-02,-5.862845882014601218e-01,-7.083353922537492797e-02,3.779751801542052903e+01,-3.488581878982183184e+02,5.722021352662530758e-01,-1.266659050797438901e+00,-8.268749601950416661e+01,1.114919094211575839e+03,2.774840563573808816e-01,-1.927526621040996702e+00,1.670022983810129924e+00,-7.965411231825867411e+00,-2.380859278985538197e+02,-2.499728756307249444e+00,2.936682034607568603e+00,7.471824023996542508e+01,-1.330206041659594121e+03,-9.266934859030795391e-02,-5.722021352662527427e-01,-5.862687781443794988e-01,-5.388649879045705193e-02,5.721077920766993730e-01,-1.318368886299633003e+00,-2.499538631114875287e+00,2.979379567953604813e+00,1.148085303638261279e-01,-1.082139477330046062e-01,-1.927430839038176025e+00,1.661010681653971810e+00
