time,arm1_Ang_pos,arm1_Ang_vel,arm1_Ang_acc,arm1_Ang_jerk,tail_Ang_pos,tail_Ang_vel,tail_Ang_acc,tail_Ang_jerk,tail_torque,arm2_Ang_pos,arm2_Ang_vel,arm2_Ang_acc,arm2_Ang_jerk,phi_pos,phi_vel,phi_acc,phi_jerk,phi_torque,phi_theta3_diff,arm1_Ang_meas_pos,arm1_Ang_meas_vel,tail_Ang_meas_pos,tail_Ang_meas_vel,phi_meas_pos,phi_meas_vel,tail_meas_torque,phi_meas_torque,arm2_Ang_meas_pos,arm2_Ang_meas_vel
0.000000000000000000e+00,6.923266371762137883e-01,-6.347770000000000357e-01,0.000000000000000000e+00,-1.633364047486732015e+05,-6.923266371762137883e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.803054868419100530e+05,0.000000000000000000e+00,1.991156868371094735e+00,4.677686999999999706e+00,0.000000000000000000e+00,-2.891603673728192462e+03,2.683483505547308745e+00,4.677686999999999706e+00,0.000000000000000000e+00,-3.823386016855300986e+05,1.609124785357061465e-24,6.923266371762140103e-01,6.923266371762137883e-01,-6.347770000000000357e-01,-6.923266371762137883e-01,0.000000000000000000e+00,2.683483505547308745e+00,4.677686999999999706e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.991156868371094957e+00,4.677686999999999706e+00
1.000589390871033102e-03,6.916698118710107313e-01,-6.755745453805972467e-01,-4.060420466400356077e+01,3.244513835005781743e+02,-6.922756252655971609e-01,9.494708725640303715e-02,9.440866010812740683e+01,-9.216087839029029283e+02,-5.470689080621089773e-02,1.995836773964303257e+00,4.676733140030729707e+00,-1.413240332942193644e+00,-3.927560137070813653e+03,2.688112399229900085e+00,4.581786052774326379e+00,-9.625139784886422945e+01,-8.514635474679149638e+02,-2.297697008114642572e-02,6.922756252655968279e-01,6.916708730853933229e-01,-6.758948295108280213e-01,-6.922786881256157709e-01,9.594865036581244622e-02,2.688114673511347252e+00,4.579806499874644388e+00,-2.501236509628136564e-03,1.688317182637658412e-03,1.995835985385731481e+00,4.675755150240457070e+00
2.001178781742066204e-03,6.909700259224885732e-01,-7.160346739230635249e-01,-4.026279925474772625e+01,3.324891312930381559e+02,-6.921236819811749097e-01,1.889334922637471714e-01,9.343688449404096730e+01,-9.437401410693540811e+02,-1.094137816124217955e-01,2.000514443975212941e+00,4.674000764785354534e+00,-3.400879102436356938e+00,-2.939331782848800685e+03,2.692638125956388073e+00,4.485067272521606974e+00,-9.705664760146055414e+01,-8.263600108529558383e+02,-4.595394016229285145e-02,6.921236819811751317e-01,6.909740827953143594e-01,-7.168940507783995164e-01,-6.921345515292176565e-01,1.915253726289383451e-01,2.692649444137838355e+00,4.484161477857675493e+00,-3.977823335473651585e-03,4.289599723677909107e-04,2.000514892608620698e+00,4.675686850486614254e+00
3.001768172613099306e-03,6.902278608859709896e-01,-7.561490882686335846e-01,-3.991309964745737915e+01,3.664981065906783897e+02,-6.918724459940881477e-01,2.819361731763446732e-01,9.244207400799123775e+01,-1.044708857342924603e+03,-1.641206724186326793e-01,2.005188140208800096e+00,4.669491281371188407e+00,-5.248191090235673428e+00,-7.531158977950940425e+02,2.697060586202888910e+00,4.387555108194843179e+00,-9.783745747094873479e+01,-7.343398658636455139e+02,-6.893091024343925288e-02,6.918724459940888138e-01,6.902362371294359367e-01,-7.579785388415445357e-01,-6.918953421164408812e-01,2.873981042996748281e-01,2.697088091502321205e+00,4.387854593356368404e+00,-8.318284734399369884e-03,-3.952067454803251563e-03,2.005192749385880546e+00,4.675252697656043566e+00
4.002357563484132408e-03,6.894438983167817669e-01,-7.959094910585418070e-01,-3.955510576941317424e+01,3.485326812882852323e+02,-6.915235559754786543e-01,3.739320881485081460e-01,9.142422831996690036e+01,-9.878801362879029284e+02,-2.188275632248435909e-01,2.009856124470038807e+00,4.663206096895541108e+00,-7.058439902333613070e+00,-2.387485167183507656e+03,2.701379680445517018e+00,4.289274008747033129e+00,-9.859382766606732673e+01,-7.762463747353581311e+02,-9.190788032458570289e-02,6.915235559754782102e-01,6.894572055023774348e-01,-7.991342455751041518e-01,-6.915594253467639563e-01,3.835249286109977951e-01,2.701430065544773829e+00,4.290874451229596431e+00,-1.494588072190988250e-02,-9.263372154631414196e-03,2.009870640198009983e+00,4.674399379840593838e+00
5.002946954355165510e-03,6.886187197702444696e-01,-8.353075849340226844e-01,-3.918881754298505626e+01,3.565375615144622543e+02,-6.910786505964873205e-01,4.648981953345499019e-01,9.038334707466982820e+01,-1.009884559110124201e+03,-2.735344540310544748e-01,2.014516658563903384e+00,4.655146618465726860e+00,-8.852867165363216273e+00,-2.269360009286495824e+03,2.705595309160390816e+00,4.190248423131176736e+00,-9.932575838153137227e+01,-7.512339099635588582e+02,-1.148848504057321251e-01,6.910786505964874316e-01,6.886369987828931949e-01,-8.403412461216031026e-01,-6.911276673973957285e-01,4.798469160824934687e-01,2.705674619847531215e+00,4.193206868170564761e+00,-2.415890752807332842e-02,-1.547243415179718092e-02,2.014546952450135375e+00,4.673053784253058396e+00
6.003536345226198612e-03,6.877529068016831060e-01,-8.743350725363102649e-01,-3.881423488524065135e+01,3.921864628694518728e+02,-6.905393685282555927e-01,5.548114528887821972e-01,8.931942988915898241e+01,-1.116696424493316954e+03,-3.282413448372653586e-01,2.019168004295369023e+00,4.645314253189056330e+00,-1.063863764631127040e+01,-1.300077158927938854e+03,2.709707372823624727e+00,4.090502800300274799e+00,-1.000332497990417266e+02,-6.629154383409808133e+02,-1.378618204868785058e-01,6.905393685282557037e-01,6.877755130626485025e-01,-8.815788008550931032e-01,-6.905991269022763168e-01,5.763023909381241872e-01,2.709821143883442751e+00,4.094852210565817607e+00,-3.586773416331905107e-02,-2.236423823427202695e-02,2.019222016981166323e+00,4.671154601503941350e+00
7.004125736097231714e-03,6.868470409664209075e-01,-9.129836565066397069e-01,-3.843135770751246838e+01,3.725109859105047008e+02,-6.899073484419249169e-01,6.436488189655176217e-01,8.823247635022067925e+01,-1.053750454775075241e+03,-3.829482356434762425e-01,2.023808423469410478e+00,4.633710408172844630e+00,-1.241884284918067571e+01,-2.129541567638455490e+03,2.713715771911335395e+00,3.990061589207327231e+00,-1.007163020881981765e+02,-7.012923548343201219e+02,-1.608387905680249419e-01,6.899073484419249169e-01,6.868727901356689314e-01,-9.228201196412452179e-01,-6.899743079888315256e-01,6.728115858812895311e-01,2.713868879272390178e+00,3.995830525973954828e+00,-5.044122836228123741e-02,-2.994183778190624701e-02,2.023894571283558541e+00,4.668642111855244359e+00
8.004715126968264816e-03,6.859017038197821048e-01,-9.512450394862448366e-01,-3.804018591492280876e+01,3.804784035877805195e+02,-6.891842290086366285e-01,7.313872517190684874e-01,8.712248601142816540e+01,-1.075606633456293366e+03,-4.376551264496871818e-01,2.028436177891002501e+00,4.620336490524401540e+00,-1.419503543140199575e+01,-2.084449456185543113e+03,2.717620406899639018e+00,3.888949238805332609e+00,-1.013749154073276202e+02,-6.763613416129346660e+02,-1.838157606491713503e-01,6.891842290086365175e-01,6.859287834428633435e-01,-9.640382931761631857e-01,-6.892527075893364330e-01,7.692942251673492438e-01,2.717817252700791109e+00,3.896169813517489811e+00,-6.764935595347638941e-02,-3.807414966413198709e-02,2.028564545111454898e+00,4.665464038684839387e+00
9.005304517839297918e-03,6.849174769170903732e-01,-9.891109241163603683e-01,-3.764071940585971987e+01,4.179840080820944763e+02,-6.883716488995321736e-01,8.180037093037471063e-01,8.598945838984772649e+01,-1.189113804153239471e+03,-4.923620172558979546e-01,2.033049529365118069e+00,4.605193907351040394e+00,-1.596808072205627482e+01,-1.459552322827540593e+03,2.721421178264650909e+00,3.787190198047292178e+00,-1.020090899042434245e+02,-5.912405392419916552e+02,-2.067927307303177309e-01,6.883716488995328397e-01,6.849435848394025417e-01,-1.005202171987539028e+00,-6.884348090740027848e-01,8.656574295337641223e-01,2.721665562544855366e+00,3.795910135255422979e+00,-8.788350074126620448e-02,-4.679466510026880632e-02,2.033230753470852470e+00,4.661567564789186768e+00
1.000589390871033102e-02,6.838949418136689440e-01,-1.026573013038220683e+00,-3.723295807139578528e+01,4.266101502574805977e+02,-6.874712467857525544e-01,9.034751498738662345e-01,8.483339296233978644e+01,-1.213361169124338403e+03,-5.470689080621088385e-01,2.037646739696734599e+00,4.588284065760071861e+00,-1.773849915673305233e+01,-1.489994149623903013e+03,2.725117986482487265e+00,3.684808915886205405e+00,-1.026188257169338698e+02,-5.672976415267772836e+02,-2.297697008114642225e-01,6.874712467857526654e-01,6.839172131422917023e-01,-1.046281297368479857e+00,-6.875204236718266415e-01,9.618103300183756810e-01,2.725413312887859707e+00,3.695094313383217255e+00,-1.108185990966934764e-01,-5.602138587517636187e-02,2.037892889216033065e+00,4.656904643401593269e+00
1.100648329958136412e-02,6.828346800648420478e-01,-1.063623008893060273e+00,-3.681690179464648338e+01,4.042958446661559719e+02,-6.864846613384392171e-01,9.877785315837379621e-01,8.365428916139683224e+01,-1.140831557301325347e+03,-6.017757988683198889e-01,2.042226070690824624e+00,4.569608372858809275e+00,-1.950662253733356266e+01,-1.995570711730090579e+03,2.728710732029263841e+00,3.581829841275072202e+00,-1.032041229741907529e+02,-6.017171200301523868e+02,-2.527466708926106587e-01,6.864846613384392171e-01,6.828498181156672509e-01,-1.087242158974486506e+00,-6.865101205253231198e-01,1.057653067871920927e+00,2.729059889014961549e+00,3.593772084057346383e+00,-1.368503976316874926e-01,-6.581271013413232673e-02,2.042549768489638318e+00,4.651425151929267088e+00
