time,arm1_Ang_pos,arm1_Ang_vel,arm1_Ang_acc,arm1_Ang_jerk,tail_Ang_pos,tail_Ang_vel,tail_Ang_acc,tail_Ang_jerk,tail_torque,arm2_Ang_pos,arm2_Ang_vel,arm2_Ang_acc,arm2_Ang_jerk,phi_pos,phi_vel,phi_acc,phi_jerk,phi_torque,phi_theta3_diff
1.058454751232024815e+00,3.437140233865386696e-01,4.429278341914546502e-01,-6.650477436209362381e+00,-7.382905014991877124e+01,-7.182142611950231847e-01,-2.272554453602358748e+00,1.064137236483396798e+01,1.899687082945690975e+02,-1.726812124977507690e+00,7.842685275059524397e-02,-6.330007792238744102e+00,2.988920436132547565e+01,3.437342592671376451e+02,7.966411139456184287e-01,-4.057453338636385354e+00,1.924783199649150944e+01,1.537655509725685192e+02,4.886250569339831151e-01,7.182142611950231847e-01
1.059455181053605255e+00,3.441480541486691136e-01,4.362378520458468079e-01,-6.723438382834721061e+00,-7.203014966900983040e+01,-7.204687885651497314e-01,-2.261814153879079026e+00,1.082928597203908616e+01,1.856970368713613766e+02,-1.731230734135632332e+00,7.212515945955533248e-02,-6.299934562435881347e+00,3.023057797523563295e+01,3.387196351417015876e+02,7.925939480247050639e-01,-4.038120408556801877e+00,1.940129200319654501e+01,1.530225982703402110e+02,4.880769309800617184e-01,7.204687885651497314e-01
1.060455610875185695e+00,3.445752218610779183e-01,4.294757778170370521e-01,-6.794599655772922020e+00,-7.023124918810088957e+01,-7.227121595442854707e-01,-2.250887997451432643e+00,1.101292607176443283e+01,1.814253654481536842e+02,-1.735649343293756752e+00,6.585409580575862787e-02,-6.269522321757278860e+00,3.056693480962668374e+01,3.337050110162655301e+02,7.885662553500440985e-01,-4.018634324305846661e+00,1.955400873786225091e+01,1.522796455681118744e+02,4.875288050261402661e-01,7.227121595442854707e-01
1.061456040696765912e+00,3.449954990386434606e-01,4.226434119522526900e-01,-6.863961255023951935e+00,-6.843234870719234664e+01,-7.249442941931706352e-01,-2.239780259663748385e+00,1.119229266400997069e+01,1.771536940249469012e+02,-1.740067952451880062e+00,5.961387651282290534e-02,-6.238776089138788450e+00,3.089827486449856053e+01,3.286903868908306094e+02,7.845581707059935406e-01,-3.998995829475039621e+00,1.970598220048858806e+01,1.515366928658837082e+02,4.869806790722189804e-01,7.249442941931706352e-01
1.062456470518346352e+00,3.454088581962441173e-01,4.157425548987165320e-01,-6.931523180587841004e+00,-6.663344822628340580e+01,-7.271651125725465681e-01,-2.228495215860347045e+00,1.136738574877577967e+01,1.728820226017392088e+02,-1.744486561610004483e+00,5.340471630436249839e-02,-6.207700883516232615e+00,3.122459813985140897e+01,3.236757627653945519e+02,7.805698288769090665e-01,-3.979205667655885570e+00,1.985721239107563107e+01,1.507937401636553716e+02,4.864325531182975282e-01,7.271651125725465681e-01
1.063456900339926792e+00,3.458152718487580990e-01,4.087750071036556632e-01,-6.997285432464572352e+00,-6.483454774537447918e+01,-7.293745347431532799e-01,-2.217037141385556076e+00,1.153820532606181892e+01,1.686103511785315163e+02,-1.748905170768129125e+00,4.722682990399529324e-02,-6.176301723825456946e+00,3.154590463568515446e+01,3.186611386399585513e+02,7.766013646471485732e-01,-3.959264582439900870e+00,2.000769930962333376e+01,1.500507874614270349e+02,4.858844271643761314e-01,7.293745347431532799e-01
1.064457330161507009e+00,3.462147125110637824e-01,4.017425690142973904e-01,-7.061248010654133545e+00,-6.303564726446593625e+01,-7.315724807657305595e-01,-2.205410311583703820e+00,1.170475139586805113e+01,1.643386797553247334e+02,-1.753323779926252435e+00,4.108043203533962018e-02,-6.144583629002308811e+00,3.186219435199972594e+01,3.136465145145235738e+02,7.726529128010701797e-01,-3.939173317418604547e+00,2.015744295613167480e+01,1.493078347591988688e+02,4.853363012104548457e-01,7.315724807657305595e-01
1.065457759983087449e+00,3.466071526980395445e-01,3.946470410778645244e-01,-7.123410915156553003e+00,-6.123674678355699541e+01,-7.337588707010199718e-01,-2.193619001799110624e+00,1.186702395819455091e+01,1.600670083321170409e+02,-1.757742389084377077e+00,3.496573742200959067e-02,-6.112551617982612484e+00,3.217346728879526552e+01,3.086318903890875731e+02,7.687246081230295625e-01,-3.918932616183501860e+00,2.030644333060071460e+01,1.485648820569705322e+02,4.847881752565333935e-01,7.337588707010199718e-01
1.066458189804667889e+00,3.469925649245636512e-01,3.874902237415842055e-01,-7.183774145971814740e+00,-5.943784630264806168e+01,-7.359336246097613055e-01,-2.181667487376104386e+00,1.202502301304127919e+01,1.557953369089093485e+02,-1.762160998242501497e+00,2.888296078762331298e-02,-6.080210709702214444e+00,3.247972344607170214e+01,3.036172662636515724e+02,7.648165853973846184e-01,-3.898543222326110058e+00,2.045470043303042473e+01,1.478219293547422239e+02,4.842400493026119968e-01,7.359336246097613055e-01
1.067458619626248106e+00,3.473709217055144238e-01,3.802739174526839072e-01,-7.242337703099907209e+00,-5.763894582173951875e+01,-7.380966625526945712e-01,-2.169560043659013893e+00,1.217874856040820575e+01,1.515236654857025655e+02,-1.766579607400624807e+00,2.283231685579911741e-02,-6.047565923096962059e+00,3.278096282382897186e+01,2.986026421382166518e+02,7.609289794084936887e-01,-3.878005879437948167e+00,2.060221426342076612e+01,1.470789766525140578e+02,4.836919233486906555e-01,7.380966625526945712e-01
